text,text_clean,sentiment
"malang sekarang semakin macet , bikin malas pergi ke malang",malang macet malas pergi malang,negative
menyesal selama ini keringat ku terbuang sia sia,sesal keringat ku buang,negative
"tidak lengkap rasanya bila pulang dari bandung tidak membawa brownies amanda ini . rasa yang pas tidak pahit , tidak kemanisan , dan tidak keras / lembek , serta banyak varian rasa , membuat brownies ini cocok untuk dijadikan sebagai buah tangan . yang terfavorit dari yang favorit bagi saya adalah brownies rasa pandan . sangat enak dan aroma pandan nya menambah kenikmatan rasanya . rasa stroberi , original dan lain - lai nya juga .",tidak lengkap pulang bandung tidak bawa brownies amanda pas tidak pahit tidak manis tidak keras lembek varian brownies cocok buah tangan favorit favorit brownies pandan enak aroma pandan nikmat stroberi original lai,positive
di sini tersedia steak non-halal dan rasanya mereka salah satu yang terbaik di bandung ! tekstur daging oke banget dan dimasak dengan sempurna . pantas sekali untuk dicoba !,sedia steak non halal salah baik bandung tekstur daging oke masak sempurna pantas coba,positive
"hotel nya nyaman . kamar nya besar , bersih , dan cafe nya bagus . terletak di tengah kota bandung yaitu dago .",hotel nyaman kamar bersih cafe bagus letak kota bandung dago,positive
"bandung suki ini letak nya di tengah jalan braga , seberang nya braga city walk . kalau ke sini saya menunggu ada diskon pakai kartu kredit , biar harga nya lebih murah . karena kalau biasa saya harus mengeluarkan uang 50 - 100 ribu , kan lumayan kalau diskon 50 % pakai cc . suki nya enggak usah diragukan lagi , yang paling enak di bandung menurut saya dan pelayanan nya juga bagus .",bandung suki letak jalan braga seberang braga city walk tunggu diskon pakai kartu kredit harga lebih murah uang     ribu lumayan diskon   pakai cc suki tidak ragu enak bandung layan bagus,positive
"kelompok-kelompok yang lebih kanan , dalam konteks agama dan konservatisme , membentuk kubu di belakang prabowo , sementara kelompok-kelompok yang lebih nasionalis terbentuk di kubu jokowi , papar tobias .",kelompok lebih kanan konteks agama konservatisme bentuk kubu prabowo kelompok lebih nasionalis bentuk kubu jokowi papar tobias,neutral
"ketika bosan dengan masakan yang itu-itu saja , warung talaga bisa menjadi alternatif . yang menjadi andalan tentu menu yang terbuat dari tahu , dan favorit saya adalah tahu bodi yang sebenarnya simpel tapi benar-benar membuat kembali lagi hanya untuk makanan ini . sekarang kalau lapar pun ada makanan berat nya . untuk harga nya standar harga restoran di mal . konsep nya restoran nya juga unik , memadukan zaman dulu dan zaman sekarang .",bosan masakan warung talaga alternatif andal menu favorit bodi simpel makan lapar makan berat harga standar harga restoran mal konsep restoran unik madu zaman zaman,positive
"pertamakali berkunjung ke resto ini sejak masih di jalan hergamanah , zaman saya s mu . makanan yang disajikan rasanya masih tetap sama . shashlik menu favoriit dan sup jamur . rasa roti nya tidak berubah , menu nya makin banyak . duduk berlama-lama di tizi tidak membosankan , tempat yang asik untuk makan bersama keluarga dan teman .",pertamakali kunjung resto jalan hergamanah zaman mu makan saji shashlik menu favoriit sup jamur roti tidak ubah menu duduk tizi tidak bosan asyik makan keluarga teman,positive
"restoran di padma hotel termasuk salah satu tempat yang nyaman dan indah dengan pemandangan bukit , lembah dan pepohonan yang hijau . sehingga bisa menikmati makanan dengan suasana yang berbeda . makanan di sini cukup bervariasi dan banyak pilihan tidak beda jauh dengan restoran-restoran lain di bandung , tapi di sini ada menu pilihan tradisional yang membuat anda bisa merasakan khas makanan yang berbeda sambil menikmati alam .",restoran padma hotel masuk salah nyaman indah pandang bukit lembah pohon hijau nikmat makan suasana beda makan variasi pilih tidak beda restoran bandung menu pilih tradisional khas makan beda nikmat alam,positive
"lebaran sebentar lagi , ganti presiden sebentar lagi .",lebaran sebentar ganti presiden sebentar,neutral
mau marah nih indosat trouble melulu dah,marah indosat trouble melulu,negative
"yang membuat saya senang karena pemandangan kita makan langsung ke area nongkrong , enak banget . sayang di ruang beras di izinkan tamu merokok , kenapa tidak dibuat ruang rokok saja agar tidak merokok di meja . kan itu bikin tidak nyaman banget apalagi buat mereka yang sama sekali tidak bisa menghirup asap rokok . termasuk saya .",senang pandang makan langsung area nongkrong enak sayang ruang beras izin tamu rokok tidak ruang rokok tidak rokok meja tidak nyaman tidak hirup asap rokok masuk,negative
tweet - war terjadi lantaran hidayat nur wahid mengunggah dokumen pakta integritas atau kontrak politik deddy mizwar dengan partai demokrat .,twit war lantar hidayat nur wahid unggah dokumen pakta integritas kontrak politik deddy mizwar partai demokrat,neutral
"suasana yang tenang , membuat kita semua dapat menikmati makan siang dengan relax . rasa makanan yang menunjang membuat rasa penat dari perjalanan jakarta - bandung , menjadi hilang",suasana tenang nikmat makan siang relax makan tunjang penat jalan jakarta bandung hilang,positive
masih mudah termakan berita bohong murahan .,mudah makan berita bohong murah,negative
tolol,tolol,negative
"kafe ini sangat cocok untuk nongkrong ketika jalan-jalan ke paris van java , pancake nya enak dan menu minuman nya bermacam-macam , yang pasti harga nya masih cukup terjangkau .",kafe cocok nongkrong jalan paris van java pancake enak menu minum harga jangkau,positive
sudahlah dia pasti sudah kebal dengan hukum . apa yang kita lakukan tidak ada guna nya .,kebal hukum laku tidak,negative
dia memakan susu indomilk di dalam kulkas,makan susu indomilk kulkas,neutral
"saya tahu tempat ini gara-gara salah satu iklan kecap maknyoss , padahal saya tinggal di bandung tapi baru tahu tempat ini hehehe . sudah begitu kalau beli perlengkapan bayi dan anak untuk kado selalu ke jalan ini . benar-benar pas coba ini lomie yang paling enak yang ada di bandung . porsi nya lumayan besar , mie nya kenyal dan enak , kuah nya kental dan rasa ebi nya pun terasa .",gara gara salah iklan kecap maknyoss tinggal bandung beli lengkap bayi anak kado jalan pas coba lomie enak bandung porsi lumayan mie kenyal enak kuah kental ebi asa,positive
tempat sangat indah . makanan sangat bervariasi menu dari makanan indonesia chinese eropa semua ada dan enak . pelayanan bagus .,indah makan variasi menu makan indonesia cina eropa enak layan bagus,positive
agak kecewa ketika ada pelanggan yang memberi nomor telepon genggam ke orang lain bukan untuk masalah kerjaan tapi untuk tujuan lain tanpa konfirmasi dulu :,kecewa langgan nomor telepon genggam orang masalah kerja tuju konfirmasi,negative
"bank bri kemalingan , rp 1 miliar di brankas raib .",bank bank rakyat indonesia maling rupiah   miliar brankas raib,neutral
"apa ini orang pdip semua ya ? wah kompak ya ? ada menko , ada menteri , ada gubernur , ada anggota dewan di sini kenyang di sana kenyang di mana mereka kenyang",orang partai demokrasi indonesia juang kompak menteri ekonomi menteri gubernur anggota dewan kenyang kenyang kenyang,negative
"keren banget tempat nya . apalagi buat kongkow . beda dengan tempat / restoran yang lain karena berada di lantai 18 trans hotel . dibagian luar restoran , ada lantai kaca transparan . kita bisa lihat suasana di bawah . bikin ngeri sih tapi menyenangkan . bisa buat uji nyali apakah kita takut ketinggian atau tidak . untuk rasa makanan nya , oke banget rasanya . baik yang menu lokal ataupun makanan barat . top .",keren kongkow beda restoran lantai   trans hotel restoran lantai kaca transparan lihat suasana ngeri senang uji nyali takut tidak makan oke baik menu lokal makan barat top,positive
waroeng steak ini sangat terjangkau harga nya . saya sarankan beli blackpaper steak nya . rasanya pedas juga . untuk minuman mending beli milkshake nya karena enak banget .,waroeng steak jangkau harga saran beli blackpaper steak pedas minum mending beli milkshake enak,positive
"sebenarnya saya juga jengkel sih tol belum terkoneksi semua sudah diresmikan . giliran saya mau lewat , eh kecele . mana mahal pula tarif nya .",jengkel tol koneksi resmi gilir eh kecele mahal tarif,negative
jangan keluar malam minggu jalanan selalu macet,malam minggu jalan macet,negative
"nyobain sop gurame nya enak ! capuccino nya enak tapi rasanya seperti latte . tempat nya nyaman , bebas macet , belum banyak yang tahu tempat ini .",coba sop gurame enak capuccino enak latte nyaman bebas macet,positive
"braga adalah sebuah kota klasik dalam kota modern yang penuh hingar bingar , disalah satu tepi jalan braga tedapat braga permai resto yang di mana kita dapat menyantap hidangan klasik ala belanda dengan clasic recipe . ice cream dan nasi goreng di tempat ini adalah menu favorit yang sering saya beli , porsi nya pun cukup untuk memuaskan perut yang sedang lapar .",braga buah kota klasik kota modern penuh hingar bingar salah tepi jalan braga tedapat braga permai resto santap hidang klasik ala belanda klasik recipe ice cream nasi goreng menu favorit beli porsi muas perut lapar,positive
"tempat nya bersih , nyaman dan bisa merokok meskipun parkir mobil agak susah karena menggunakan badan jalan . batagor kuah nya enak dan cendol elizabeth nya enak .",bersih nyaman rokok parkir mobil susah badan jalan batagor kuah enak cendol elizabeth enak,positive
"makan di tempat ini akhir bulan lalu di ciwalk , tempat nya nyaman dan enak untuk bersantai , pesan cheesy bites untuk dinikmati bersama keluarga , asyik banget .",makan ciwalk nyaman enak santa pesan cheesy bites nikmat keluarga asyik,positive
"sangat kecewa ibu kota negara seperti pasar kaget kumuh , kotor , tidak manusiawi sebagai kota megapolitan ! halo ,, ku molo",kecewa kota negara pasar kaget kumuh kotor tidak manusiawi kota megapolitan halo ku mulu,negative
"gubernur jawa barat , ahmad heryawan mengucapkan selamat tahun baru 2018 untuk pendengar radio elshinta .",gubernur jawa barat ahmad heryawan selamat   dengar radio elshinta,neutral
wow mengajak ribut gila ya gue baru pulang besok ada ulangan tk pas azan maghrib teriak teriak astaghfirullah sumpah ya ini orang gaya gayaan begitu allahuakbar benar-benar ini orang ngapain si soksokan sayang sayangan ya ini yang masih berstatus pelajar kan jadi emosi,ajak ribut gila gue pulang besok ulang tk pas azan maghrib teriak teriak astagfirullah sumpah orang gaya gaya allahu akbar orang sok gaya sayang sayang status ajar emosi,negative
daftar obat tanpa resep yang sebaiknya dihindari ibu menyusui,daftar obat resep baik hindar susu,neutral
"tempat nya seru untuk sekadar foto alias instagramable . suasana nya asik dan cocok untuk nongkrong karena udara nya dingin . akses menuju lokasi agak susah karena terletak di dalam kawasan perumahan dan sesuai nama nya , agak modjok . menu makanan dan minuman nya menurut saya biasa saja tidak ada yang istimewa .",seru foto alias instagramable suasana asyik cocok nongkrong udara dingin akses tuju lokasi susah letak kawasan rumah sesuai nama modjok menu makan minum tidak istimewa,negative
barang sudah diterima dengan baik . tapi kok ada sedikit goresan dibackcase nya ya,barang terima baik gores dibackcase,negative
musnahkan orang yang berkulit hitam .,musnah orang kulit hitam,negative
paten dan berhasil untuk gubernur bapak anies baswedan .,paten hasil gubernur anies baswedan,neutral
"makan di tempat ini tanggal 17 oktober malam saat menginap di kota bandung , lokasi nya sangat strategis berada di jalan braga yang cukup ramai . kami sekeluarga memesan nasi dengan bebek goreng yang disajikan dengan kol yang digoreng tepung dengan sambal yang menurut saya sangat pedas sampai berkeringat walau cuaca bandung cukup sejuk . rasa bebek nya lumayan enak , untuk harga relatif masih terjangkau .",makan tanggal   oktober malam inap kota bandung lokasi strategis jalan braga ramai keluarga mes nasi bebek goreng saji kol goreng tepung sambal pedas keringat cuaca bandung sejuk bebek lumayan enak harga relatif jangkau,positive
"nasi bancakan ini ramai sekali . parkir nya juga susah . kalau menurut saya makanan nya biasa saja . seperti makanan sunda lainnya . hanya saja ada yang unik . penyajian nya zaman dahulu banget , lengkap dengan piring dan gelas kaleng . kalau ke sini saya malah suka kue balok nya . kue zaman dulu . bentuk nya kotak dan padat . enak sekali .",nasi bancak ramai parkir susah makan makan sunda unik saji zaman lengkap piring gelas kaleng suka kue balok kue zaman bentuk kotak padat enak,positive
"bagi saya , restoran ini adalah rumah makan masakan padang terbaik yang ada di sekitar dago . makanan yang disediakan cukup bervariasi , dan pelayanan mereka cepat . hidangan pun lengkap dengan berbagai pilihan . favorit saya di sini adalah rendang . biaya makan rata-rata perorang adalah sekitar rp . 45,000 untuk makan rendang minuman .",restoran rumah makan masakan padang baik dago makan sedia variasi layan cepat hidang lengkap pilih favorit rendang biaya makan orang rupiah     makan rendang minum,positive
"warung nasi ampera merupakan restoran favorit kami sekeluarga , menu sunda dengan macam-macam sambal dan masakan rumah , terdapat musala luas dan bersih , harga yang bersahabat di kantong . mudah dijangkau dari tol jakarta - bandung keluar soekarno hatta .",warung nasi ampera rupa restoran favorit keluarga menu sunda sambal masakan rumah musala luas bersih harga sahabat kantong mudah jangkau tol jakarta bandung soekarno hatta,positive
pilihan menu nya lengkap . mozaru nya harus coba . enak banget . untuk sushi juga banyak pilihan nya tapi harga nya tergolong mahal kalau dibandingkan yang lain .,pilih menu lengkap mozaru coba enak sushi pilih harga golong mahal banding,positive
"tertulusan mu untuk kebaikan negeri ini , itulah yang membuat kami semakin mencintai mu pak",tulus mu baik negeri cinta mu,positive
"untuk anda yang suka tempat nongkrong yang punya pemandangan alam , sierra dapat menjadi pillihan . makanan nya cukup enak dan pemandangan yang disajikan enak . cocok untuk tempat nongkrong bersama teman dan pasangan",suka nongkrong pandang alam sierra pillihan makan enak pandang saji enak cocok nongkrong teman pasang,positive
tidak sakit,tidak sakit,positive
"nah braga permai langganan saya dan rekan kerja saya makan siang . terletak di jalan braga , ya cukup jalan kaki saja dari kantor saya . setiap makan siang , ada paket murah yang ditawarkan mulai dari 15 ribuan , menu nya pun macam-macam , ada nasi goreng , soto ayam , sate , fuyunghai , dan lain-lain , pokok nya rekomendasi dengan harga terjangkau .",braga permai langgan rekan kerja makan siang letak jalan braga jalan kaki kantor makan siang paket murah tawar   ribu menu nasi goreng soto ayam sate fuyunghai pokok rekomendasi harga jangkau,positive
tempat makan yang enak dengan suasana bangunan zaman lama tapi yang bikin kaget itu harga mi yang mahal dan bikin kaget kunjungan saya berserta keluarga ke sini kita pesan 3 mi ayam bakso 1 mi ayam 2 es jeruk . bakal berpikir dua kali buat ke tempat itu lagi .,makan enak suasana bangun zaman kaget harga mi mahal kaget kunjung keluarga pesan   mi ayam bakso   mi ayam   es jeruk pikir,negative
"makanan nya yang harus gue akui enak banget , pemandangan juga baik , kamar nya juga lumayan , yang bagus di karavan , buat anak-anak juga lengkap banget , buat bulan madu juga oke banget .",makan gue enak pandang baik kamar lumayan bagus karavan anak lengkap madu oke,positive
di sini tempat makan yang benar-benar nyunda alias bandung banget . lalaban nya super dan sambel nya benar-benar cihuuuy dah . tempat nya bersih dan suasana nya enak .,makan nyunda alias bandung lalaban super sambal cihuuuy bersih suasana enak,positive
"karena skate park ini dikelilingi tempat berkumpul yang asik , saya merasa tidak akan pernah merasa bosan .",skate park keliling kumpul asyik tidak bosan,positive
"restoran zaman dahulu ini dengan bergaya belanda nyata nya masih tetap eksis . harga yang lumayan terjangkau , lokasi strategis ditambah lagi live music menjadikan tempat ini sangat menarik untuk dikunjungi .",restoran zaman gaya belanda nyata eks harga lumayan jangkau lokasi strategis live musik tarik kunjung,positive
kira-kira korupsi meningkat kah kalau kantor-kantor pemerintah pindah ke kalimantan ? apakah media akan buka kantor di sana ? atau biar monyet-monyet yang jadi saksi ?,korupsi tingkat kah kantor perintah pindah kalimantan media buka kantor monyet saksi,negative
"posisi restoran ini cukup oke . pemandangan kota bandung . suasana nya juga nyaman . romantis dengan lampu yang temaram . nyaman pokok nya deh , bersama pasangan , keluarga atau teman oke-oke saja . menu nya makanan barat untuk yang dekat hotel nya . untuk yang sundanese restoran nya terpisah agak di atas sedikit dari hotel . makanan nya untuk yang japanese dan makanan barat sih rasanya pas di lidah hanya sayang kalau mau makan di sini dompet harus sedikit tebal karena menu nya memang agak mahal , tapi untung nya terbayar .",posisi restoran oke pandang kota bandung suasana nyaman romantis lampu temaram nyaman pokok deh pasang keluarga teman oke menu makan barat hotel sundanese restoran pisah hotel makan japanese makan barat pas lidah sayang makan dompet tebal menu mahal untung bayar,positive
untuk terakhir kalinya saya sampaikan saya kecewa dengan pelayanan bri,kecewa layan bank rakyat indonesia,negative
"pemandangan yang indah , dengan udara yang sejuk sangat nikmat untuk menikmati hidangan dan juga minum wine di sini . koleksi wine yang lengkap membuat anda memiliki banyak pilihan wine untuk dinikmati dengan pasangan , teman atau keluarga anda . live music - nya juga enak .",pandang indah udara sejuk nikmat nikmat hidang minum wine koleksi wine lengkap milik pilih wine nikmat pasang teman keluarga live musik enak,positive
"bagian paling menyebalkan dari politik di indonesia adalah membawa agama sebagai senjata pamungkas . seperti lupa kalau indonesia negeri seperti suku , budaya , dan ras , lantas memilih jalur aman dengan mengawinkan agama bersama politik .",sebal politik indonesia bawa agama senjata pamungkas lupa indonesia negeri suku budaya ras lantas pilih jalur aman awin agama politik,negative
setuju . yakinlah bahwa jika bu risma maju nyagub maka pengganti nya akan berupaya semaksimal mungkin mengikuti jejak bu risma dalam mengurus kota surabaya .,tuju yakin bu risma maju calon gubernur ganti upaya maksimal jejak bu risma urus kota surabaya,positive
"saya tahu ini urusan pribadi zaadit , saya hanya ingin bertanya kebenaran foto tersebut . kalau foto itu asli dan sepengetahuan zaadit , bisa di pastikan tujuan zaadit mengkartu kuning jokowi bukan aksi mahasiswa untuk kritik pemerintah . ini aksi licik oposisi",urus pribadi zaadit foto foto asli zaadit tuju zaadit kartu kuning jokowi aksi mahasiswa kritik perintah aksi licik oposisi,negative
"terima kasih , kang emil , bandung makin juara .",terima kasih kang emil bandung juara,positive
tolonglah secepatnya perbaiki . jadi tidak nyaman dan tidak senang selaku pengguna indosat .,tolong cepat baik tidak nyaman tidak senang indosat,negative
"di sini berkumpul segala macam jenis makanan dari mulai makanan khas bandung dan juga masakan nusantara lainnya serta ada juga masakan makanan barat maupun masakan asia lainnya . ada juga makanan ringan seperti serabi , martabak dll. tempat nya sangat padat dan bila ingin mencari makanan harus berkeliling dahulu , tapi yang susah mencari tempat duduk dan meja makan nya .",kumpul jenis makan makan khas bandung masakan nusantara masakan makan barat masakan asia makan ringan serabi martabak dll padat cari makan keliling susah cari duduk meja makan,positive
"sinyal kalian hancur di medan , tolonglah pelayanan sinyal nya , jangan buat pelanggan marah",sinyal hancur medan tolong layan sinyal langgan marah,negative
tempat ini menyediakan menu utama berupa dessert dengan harga yang affordable dan rasa yang cukup enak walau bukan paling enak di bandung . di samping makanan penutup kafe ini juga menyediakan main course dengan menu makanan barat . suasa nya kafe lumayan nyaman dan betah untuk berlama-lama di sini .,sedia menu utama upa dessert harga affordable enak enak bandung samping makan tutup kafe sedia main course menu makan barat suasa kafe lumayan nyaman betah,positive
lagi asik menonton di bioskop ada iklan pemerintah ternyata benar juga ya . kenapa sih harus seperti itu perasaan dahulu zaman nya pak sby tidak begini begini amat menghilangkan kinerja nya tidak sampai ke bioskop . jadi kesel banget jadi nya lagi asyik-asyik ada iklan yang tidak guna .,asyik tonton bioskop iklan perintah nyata asa zaman susilo bambang yudhoyono tidak hilang kerja tidak bioskop kesal asyik iklan tidak,negative
"tempat yang wajib dikunjungi di daerah lembang bandung , termasuk restoran mewah dengan berbagai variasi makanan , tempat gubukan-gubukan yang begitu nyaman dengan kucuran air mancur sehingga membuat kami betah bersama lama di sini",wajib kunjung daerah lembang bandung masuk restoran mewah variasi makan gubuk nyaman kucur air mancur betah,positive
"sedih banget gue itu sudah capek mau marah-marah , biar gue sendiri aja deh yang ambil paket nya dari jne dan gue kirim via ekspedisi lain saja . kecewa berat entah keberapa kalinya .",sedih gue cape marah gue deh ambil paket jne gue kirim via ekspedisi kecewa berat,negative
"kami dalam perjalanan ke lembang dalam keadaan lapar . saat melihat saung pengkolan ini kami langsung berhenti untuk makan . kami memilih lesehan di lantai 2 sehingga mendapatkan pemandangan yang indah . pesanan kami adalah cumi goreng tepung , gurame goreng crispy , tumis genjer dan dua menu tahu yang saya lupa nama nya . secara keseluruhan tidak ada yang istimewa dari hidangan tersebut . mungkin pilihan saya . lanjutan",jalan lembang lapar lihat saung pengkol langsung henti makan pilih leseh lantai   pandang indah pesan cumi goreng tepung gurame goreng crispy tumis genjer menu lupa nama tidak istimewa hidang pilih,positive
kalau menginap di sini puas dengan sarapan nya yang enak juga pemandangan hotel yang indah dan sejuk,inap puas sarap enak pandang hotel indah sejuk,positive
"saya beberapa kali memilih tempat ini sebagai pertemuan poin dengan teman-teman untuk makan siang dan malam karena lokasi nya yang strategis , tempat parkir yang cukup luas , pilihan makanan yang cukup banyak dan kualitas nya yang enak dengan harga yang menengah . hampir kecewa tidak mendapat kursi di area non merokok , tapi karena jarak antar meja di smoking area cukup berjauhan jadi tidak masalah .",pilih temu poin teman makan siang malam lokasi strategis parkir luas pilih makan kualitas enak harga kecewa tidak kursi area non rokok jarak meja smoking area tidak masalah,positive
dapatkan hardisk dengan harga promo untuk setiap pemesanan jasa isi hardisk penuh 1 tb,hardisk harga promo mesan jasa isi hardisk penuh   tb,neutral
"mencoba ikan bakar reds dipo via delivery order , ikan nya dibakar dalam keadaan segar tidak digoreng dulu . sederhana tapi cukup enak",coba ikan bakar reds dipo via delivery order ikan bakar segar tidak goreng sederhana enak,positive
demi allah saya sebagai warga nu berharap secepatnya bubarkan panser yang bikin marah umat islam,allah warga nu harap cepat bubar panser marah umat islam,negative
restoran ini menyajikan masakan bali yang sarat modifikasi sehingga terkesan disesuaikan dengan lidah konsumen yang nota bene bukan orang bali . tiga photo yang saya lampirkan itu adalah makanan yang kami pesan .,restoran saji masakan bal sarat modifikasi kes sesuai lidah konsumen nota bene orang bal photo lampir makan pesan,positive
"makanan enak , tempat enak dan strategis , jadi pilihan saya dalam merayakan anniversary setiap tahun bersama dia terima kasih",makan enak enak strategis pilih raya anniversary terima kasih,positive
"dari zaman nabi adam , bulan bintang juga sudah ada di atas ? dasar orang oon .",zaman nabi adam bintang dasar orang beloon,negative
hebat . pandai nya si vero bersandiwara . terlihat seperti domba ternyata seekor musang . memang penghianat itu selalu terlihat seperti orang baik . coba lihat lagi wajah tangisan nya . tangisan buaya betina gatal . ?,hebat pandai vero sandiwara lihat domba nyata ekor musang khianat lihat orang baik coba lihat wajah tangis tangis buaya betina gatal,negative
kalau ini tidak perlu diragukan lagi . kalau mau makanan barat ke sini saja .,tidak ragu makan barat,positive
aliran buddha maitreya sesat kok dibiarkan,alir buddha maitreya sesat,negative
makanan nya lumayan enak dan tempat nya bersih serta nyaman . nuansa jepang nya juga terasa . aku suka .,makan lumayan enak bersih nyaman nuansa jepang asa suka,positive
saya heran kenapa orang bilang enak makanan ini . yang kami rasa harga sangat tidak sesuai dengan rasa .,heran orang enak makan harga tidak sesuai,negative
"kami makan malam di restoran alas daun dan pelayanan nya cukup memuaskan . tempat nya luas , ada yang berada di dalam ruangan , ada yang diteras . makanan langsung dipilih dari meja saji di dalam restoran . ada pilihan menu segar yang baru digoreng pada saat dipesan dan sebagian besar menu tradisional sunda . waktu tunggu tidak lama . penyajian unik karena tidak menggunakan piring melainkan memakai daun .",makan malam restoran alas daun layan muas luas ruang teras makan langsung pilih meja saji restoran pilih menu segar goreng pes menu tradisional sunda tunggu tidak saji unik tidak piring pakai daun,positive
"di tempat ini saya pertama ku njungi saat di lembang , tempat nya sangat unik , di mana terdapat rumah rabit yang sangat lucu , seperti berada di negeri dongeng",ku njungi lembang unik rumah rabit lucu negeri dongeng,positive
"selamat sore ibu , perihal produk perbankan bank mandiri apa yang dapat kami bantu ? yogi",selamat sore perihal produk perban bank mandiri bantu yogi,neutral
jelek ah kamera nya seperti oppo,jelek ah kamera oppo,negative
"memang kamu pikir ajaran kristen yang mengatakan orang-orang non kristen disebut domba sesat , itu tidak menghina ? coba deh sebelum kamu lompat pagar lebih jauh , cek dan analisa ajaran-ajaran kristen tersebut bukan hanya menghina , kristen juga memuat ajaran cabul yang tidak pantas disebut sebagai kitab suci",pikir ajar kristen orang non kristen domba sesat tidak hina coba deh lompat pagar lebih cek analisa ajar kristen hina kristen muat ajar cabul tidak pantas kitab suci,negative
"harga nya tidak sesuai dengan rasa makanan nya . tempat nya juga seperti warung kopi biasa . pelayanan nya kurang memuaskan , pesan roti bakar tapi kok tidak ada panas-panas nya seperti habis dibakar .",harga tidak sesuai makan warung kopi layan muas pesan roti bakar tidak panas habis bakar,negative
"banteng penguasa yang tidak tahu adab , melanggar semua aturan sesuka hati , kini sedang merasakan azab yang luar biasa pedih nya , tumbang hampir diseluruh penjurunkri .",banteng kuasa tidak adab langgar atur suka hati azab pedih tumbang penjurunkri,negative
"makan malam nasi timbel , ayam goreng dan spageti carbonara . secara keseluruhan baik semua makanan enak . beli juga serabi nya yang coklat keju susu . duduk nya ambil yang lesehan karena bawa bayi .",makan malam nasi timbel ayam goreng spageti carbonara baik makan enak beli serabi coklat keju susu duduk ambil leseh bawa bayi,positive
"banyak kafe di dago atas yang sudah di datangi , kali ini mencoba kafe lawangwangi , dulu cuma galery karena saya sering datang untuk melihat pameran seni . tempat cukup oke , tetapi masih banyak tempat di dago atas yang jauh lebih oke dari ini . kami pesan steak grill chicken dan chicken schnitzel , kurang enak dan hambar .",kafe dago coba kafe lawangwangi galery lihat pamer seni oke dago lebih oke pesan steak grill chicken chicken schnitzel enak hambar,negative
tidak setuju kalau ah jadi pendamping jokowi !,tidak tuju ah damping jokowi,negative
"tidak boleh kalah pak prabowo . kalau sampai kalah , wah sudahlah masa depan indonesia akan suram . yang lebih bahaya dari mak banteng dan harus diwaspadai itu sebenarnya cukong-cukong cina .",tidak kalah prabowo kalah indonesia suram lebih bahaya mak banteng waspada cukong cina,negative
"makanan di sini enak , variatif dan relative murah . saya saat itu pesan steak . rasanya mantap , dan beberapa jenis makanan juga kami coba semuanya tidak mengecewakan , dengan harga yang pas makan di sini pasti puas",makan enak variatif relative murah pesan steak mantap jenis makan coba tidak kecewa harga pas makan puas,positive
hari ini mau belanja di biar bisa dapatkan cookingware keren plus kesempatan liburan ke holand,belanja cookingware keren plus libur holand,neutral
"saya suka sekali makan di restoran ini , menu masakan nya beragam , rasanya enak , harga nya tidak terlalu mahal . ramai pada saat jam makan siang , kadang kesulitan mendapatkan tempat parkir .",suka makan restoran menu masakan agam enak harga tidak mahal ramai jam makan siang kadang sulit parkir,positive
saya datang ke restoran ini karena melihat ulasan di ta . perjalanan ke sini cukup sulit karena jalan yang kurang bagus . restoran nya sendiri memiliki konsep di luar dan sejuk . makanan nya biasa saja dan cukup mahal . rekomendasi ke sini sore-sore .,restoran lihat ulas ta jalan sulit jalan bagus restoran milik konsep sejuk makan mahal rekomendasi sore,positive
"tempat ini sangat keren . dari mulai desain interior nya yang nyaman dan menyenangkan , sampai ke makanan nya yang enak juga penyajian nya unik dan menarik . saya sering memesan skewer di sini , rasanya enak sekali , ditambah 3 jenis saus nya yang enak sekali . yummy !, penyajian nya pun sangat menarik . saya suka sekali menikmati makananan dan suasana di sini . pelayan nya pun semua baik dan sopan . silakan mencoba dan merasakan nya .",keren desain interior nyaman senang makan enak saji unik tarik mes skewer enak   jenis saus enak enak saji tarik suka nikmat makananan suasana layan baik sopan sila coba,positive
pemandangan gunung yang langsung dilihat tanpa kaca menjadi nilai tambah dari restoran ini . menu yang ditawarkan juga datang dari berbagai jenis . datang malam hari paling pas karena udara yang sejuk dalam suasana remang-remang .,pandang gunung langsung lihat kaca nilai restoran menu tawar jenis malam pas udara sejuk suasana remang,positive
yang paling mengecewakan adalah ketika pemimpin tak bisa bedakan dan tak mau tahu mana negarawan dan mana politisi kotor,kecewa pimpin beda negarawan politis kotor,negative
"rumah makan favorit saya , dengan masakan favorit saya , rendang dan ayam pop , pokok nya top kalau makan di sini . rasanya benar-benar enak sekali .",rumah makan favorit masakan favorit rendang ayam pop pokok top makan enak,positive
"saya datang bersama keluarga tanggal 5 nopember 2015 . hari kamis siang , suasana agak sepi termasuk penjaga atau pelayan nya pun tidak ada di tempat , kami memesan makanan setelah berteriak mencari pelayan nya , makanan nya sangat-sangat standar , padahal di sini termasuk rekomendasi dari tripadvisor . suasana resto nya juga kotor sekali terlihat dari sarang laba-laba di tempat lampu , meja yang berdebu , sayang sekali tempat besar tapi tidak dikelola .",keluarga tanggal   nopember   kamis siang suasana sepi masuk jaga layan tidak mes makan teriak cari layan makan standar masuk rekomendasi tripadvisor suasana resto kotor lihat sarang laba lampu meja debu sayang tidak kelola,negative
